timestamp_iso,global_trial,block,trial_in_block,stimulus,center_dir,congruent,correct_key,resp_key,correct,rt_ms,stim_time_s,isi_s
2025-10-10T08:46:59.018,229,5,29,<<><<,>,0,slash,lshift,0,399.72,0.2,1.278
2025-10-10T08:47:00.648,230,5,30,>>>>>,>,1,slash,slash,1,382.86,0.2,1.205
2025-10-10T08:47:02.365,231,5,31,>><>>,<,0,lshift,lshift,1,334.27,0.2,1.306
2025-10-10T08:47:03.930,232,5,32,>>>>>,>,1,slash,slash,1,334.69,0.2,1.376
2025-10-10T08:47:05.577,233,5,33,>>>>>,>,1,slash,slash,1,316.27,0.2,1.359
2025-10-10T08:47:07.194,234,5,34,>><>>,<,0,lshift,slash,0,382.83,0.2,1.351
2025-10-10T08:47:08.808,235,5,35,>>>>>,>,1,slash,lshift,0,299.8,0.2,1.3
2025-10-10T08:47:10.591,236,5,36,>><>>,<,0,lshift,lshift,1,501.02,0.2,1.34
2025-10-10T08:47:12.222,237,5,37,<<><<,>,0,slash,slash,1,366.84,0.2,1.349
2025-10-10T08:47:13.937,238,5,38,<<><<,>,0,slash,lshift,0,382.65,0.2,1.217
2025-10-10T08:47:15.635,239,5,39,>>>>>,>,1,slash,slash,1,365.49,0.2,1.307
2025-10-10T08:47:17.300,240,5,40,<<<<<,<,1,lshift,lshift,1,399.59,0.2,1.243
2025-10-10T08:47:19.234,241,5,41,<<><<,>,0,slash,slash,1,583.77,0.2,1.208
2025-10-10T08:47:20.848,242,5,42,>><>>,<,0,lshift,slash,0,349.05,0.2,1.29
2025-10-10T08:47:22.447,243,5,43,<<<<<,<,1,lshift,lshift,1,299.4,0.2,1.262
2025-10-10T08:47:24.094,244,5,44,>>>>>,>,1,slash,slash,1,382.78,0.2,1.399
2025-10-10T08:47:25.929,245,5,45,<<<<<,<,1,lshift,lshift,1,435.93,0.2,1.272
2025-10-10T08:47:27.741,246,5,46,<<<<<,<,1,lshift,lshift,1,399.84,0.2,1.275
2025-10-10T08:47:29.573,247,5,47,>><>>,<,0,lshift,slash,0,414.24,0.2,1.397
2025-10-10T08:47:31.306,248,5,48,<<><<,>,0,slash,lshift,0,367.71,0.2,1.337
2025-10-10T08:47:33.120,249,5,49,<<<<<,<,1,lshift,lshift,1,516.24,0.2,1.378
2025-10-10T08:47:34.903,250,5,50,>>>>>,>,1,slash,slash,1,350.82,0.2,1.306
2025-10-10T08:47:43.396,251,6,1,<<<<<,<,1,lshift,lshift,1,383.33,0.2,1.373
2025-10-10T08:47:45.110,252,6,2,>>>>>,>,1,slash,slash,1,365.01,0.2,1.387
2025-10-10T08:47:46.725,253,6,3,<<<<<,<,1,lshift,lshift,1,366.13,0.2,1.221
2025-10-10T08:47:48.342,254,6,4,>><>>,<,0,lshift,slash,0,382.87,0.2,1.357
2025-10-10T08:47:50.072,255,6,5,<<<<<,<,1,lshift,lshift,1,331.6,0.2,1.218
2025-10-10T08:47:51.705,256,6,6,>>>>>,>,1,slash,slash,1,350.29,0.2,1.386
2025-10-10T08:47:53.269,257,6,7,>>>>>,>,1,slash,slash,1,300.07,0.2,1.261
2025-10-10T08:47:54.935,258,6,8,>>>>>,>,1,slash,slash,1,333.65,0.2,1.225
2025-10-10T08:47:56.632,259,6,9,>>>>>,>,1,slash,slash,1,333.31,0.2,1.228
2025-10-10T08:47:58.348,260,6,10,>><>>,<,0,lshift,slash,0,299.82,0.2,1.29
2025-10-10T08:47:59.930,261,6,11,<<<<<,<,1,lshift,lshift,1,349.16,0.2,1.4
2025-10-10T08:48:01.829,262,6,12,>><>>,<,0,lshift,lshift,1,499.78,0.2,1.325
2025-10-10T08:48:03.627,263,6,13,<<<<<,<,1,lshift,lshift,1,400.09,0.2,1.328
2025-10-10T08:48:05.377,264,6,14,<<><<,>,0,slash,slash,1,417.74,0.2,1.241
2025-10-10T08:48:07.075,265,6,15,<<><<,>,0,slash,lshift,0,384.28,0.2,1.223
2025-10-10T08:48:08.889,266,6,16,<<><<,>,0,slash,slash,1,432.34,0.2,1.271
